Restaurant_name,Location,Average_rating,delivery_vs_dine_in_preference,Popular_cuisines,Open_day,Closed_day,Honest_review,overall_review,Links,operational_hours
"la pino'z pizza","karol bagh, new delhi",4.1,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","good wifi, good music, student crowd, customizable food, young crowd, elaborate menu",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 5, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/la-pinoz-pizza-karol-bagh-new-delhi,24
harlequin,"middle circle, connaught place, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.0, 'preference': 'Equal'}","2,000 for two people (approx.) without alcohol",Mon,Mon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/harlequin-connaught-place-new-delhi,12
kwality,"connaught place, new delhi",4.4,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","kala khatta drink, chana bhatura, chicken bharta, cream of tomato soup, cheese balls, dahi kebab",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/kwality-connaught-place-new-delhi,10
"united coffee house","connaught place, new delhi",4.2,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","lamb kebab platter, badshahi kofta, chicken ala keiv, lahori meat, cona coffee, kala jaam",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/united-coffee-house-connaught-place-new-delhi,11
"the junkyard cafe","connaught place, new delhi",2.1,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","crispy chilli paneer, crispy potato, salami pizza, grilled chicken platter, garlic pizza bread, shisha",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-junkyard-cafe-connaught-place-new-delhi,13
"abb - andrea's bar & brasserie","khan market, new delhi",4.4,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","avocado roll, chocolate dome, roasted vegetables, kafir lime, watermelon cooler, new york cheesecake",Mon,Fri,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/abb-andreas-bar-brasserie-khan-market-new-delhi,11
"indian republic canteen","connaught place, new delhi",1.8,"{'delivery_rating': 0.0, 'dine_in_rating': 3.7, 'preference': 'Dine-in'}","1,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/indian-republic-canteen-connaught-place-new-delhi,11
"chor bizarre","bikaner house, new delhi",4.3,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}","khatte baigan, kashmiri phirni, tabakh maaz, dahi batata puri, tandoori pineapple, palak patta chat",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/chor-bizarre-pandara-road-new-delhi,12
"cafe sandoz","middle circle, connaught place, new delhi",4,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","good ambience, nice food, hospitality, cafe, elaborate menu, customizable food",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-sandoz-connaught-place-new-delhi,12
sandoz,"connaught place, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","fruit punch mocktail, virgin mojito, manchurian, fish tikka, honey chilli potato, garlic naan",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/sandoz-1-connaught-place-new-delhi,13
"amour bistro","malcha marg market , new delhi",4.3,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.2, 'preference': 'Delivery'}","shephards pie, gnocchi, quiche, pork ribs, banoffee pie, blueberry cheesecake",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/amour-bistro-chanakyapuri-new-delhi,16
sorra,"karol bagh, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","dahi kebab, cheesecake, salad, drinks, pizza, chicken",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/sorra-karol-bagh-new-delhi,12
"berco's - if you love chinese","connaught place, new delhi",4,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","schezwan lamb, chicken kunchao, juicy chicken drumsticks, corn pepper salt, diced chicken, crispy chilli potatoes",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/bercos-if-you-love-chinese-connaught-place-new-delhi,11
"daisy mae","khan market, new delhi",3.5,"{'delivery_rating': 3.700000047683716, 'dine_in_rating': 3.3, 'preference': 'Delivery'}","filling food, fresh food with good quality, delicious taste, great portions",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/daisy-mae-khan-market-new-delhi,11
"moti mahal","daryaganj, new delhi",3,"{'delivery_rating': 2.5, 'dine_in_rating': 3.4, 'preference': 'Dine-in'}","dahi mutton, achari chicken, kadhai mushroom, tandoori chicken, daal makhni, malai kofta",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/moti-mahal-daryaganj-delhi,12
"biryani by kilo","connaught place, new delhi",4.2,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","matka phirni, mutton hyderabadi biryani, non veg biryani, kolkata chicken biryani, firni, paneer 65",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/biryani-by-kilo-connaught-place-new-delhi,13
"yum yum cha","khan market, new delhi",4.5,"{'delivery_rating': 4.5, 'dine_in_rating': 4.5, 'preference': 'Equal'}","banana sushi, octopus takoyaki, matcha icecream, duck spring rolls, prawn momo, mochi ice cream",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/yum-yum-cha-khan-market-new-delhi,11
"bheemeshwara - a south indian delicacy","connaught place, new delhi",4.3,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.2, 'preference': 'Delivery'}","fish fry, idli, masala dosa, vada, chutneys, thali",Mon,Thu,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/bheemeshwara-a-south-indian-delicacy-connaught-place-new-delhi,12
"fat lulu's cafe & bar","khan market, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}","lemonades, mocktails, garlic bread, pasta",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/fat-lulus-cafe-bar-khan-market-new-delhi,12
"tirupati bhavana","connaught place, new delhi",3.6,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 3.4, 'preference': 'Delivery'}","1,200 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/tirupati-bhavana-connaught-place-new-delhi,12
"cafe lota","pragati maidan, new delhi",4.5,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}","pondicherry fish curry, coconut rabdi, sabudana pop corn, chicken pasanda, majestic chicken, bhapa doi",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/cafe-lota-pragati-maidan-new-delhi,1
"informal by imperfecto","janpath, new delhi",3.9,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","strawberry colada, pineapple mocktail, exotic veggie pizza, slush, alfredo sauce, vegetarian pizza",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/informal-by-imperfecto-janpath-new-delhi,13
klap,"khan market, new delhi",4.4,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","best in service, sanitised service, comforting atmosphere, servings, vibe, great recommendations",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/klap-khan-market-new-delhi,13
q'ba,"connaught place, new delhi",4.4,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","grilled cottage cheese steak, roasted chicken pizza, tandoori platter, kulfi, mocktail, chicken malai tikka",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/qba-1-connaught-place-new-delhi,12
juggernaut,"barakhamba road, new delhi",1.4,"{'delivery_rating': 0.0, 'dine_in_rating': 2.9, 'preference': 'Dine-in'}","cutlery, elaborate menu, fresh food, good quality, staff",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/juggernaut-2-barakhamba-road-new-delhi,20
"social affaire","karol bagh, new delhi",3.8,"{'delivery_rating': 3.5, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","cheese cigars, chicken tenders, panneer butter masala, panner tikka, daal makhni, spring roll",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/social-affaire-1-karol-bagh-new-delhi,11
"the beer cafe - biggie","middle circle, connaught place, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}","peach lemonade, corn bhel, house pizza, beers, onion rings, chicken wings",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/the-beer-cafe-biggie-connaught-place-new-delhi,14
havemore,"pandara market, new delhi",4.2,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.1, 'preference': 'Delivery'}","khasta paratha, butter chicken and naan, soya tikka masala, paneer methi malai, makke ki roti, masala papad",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/havemore-pandara-road-new-delhi,12
"barbeque nation","connaught place, new delhi",4.2,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","kiwi mousse, chilli garlic potato, cajun potato, veg handi biryani, crispy potato, pan kulfi",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/barbeque-nation-connaught-place-new-delhi,15
"my bar square","inner circle, connaught place, new delhi",4,"{'delivery_rating': 4.0, 'dine_in_rating': 3.9, 'preference': 'Delivery'}","margarita pizza, beer, pockets, chilly potato, cocktails, non veg platter",Mon,Sun,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,https://www.zomato.com/ncr/my-bar-square-connaught-place-new-delhi,12
"food bus of india","rajendra place, new delhi",4.1,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.0, 'preference': 'Delivery'}","fresh veggie pizza, pao bhaji, vada pao, peri peri pizza, rajma chawal, paneer sandwich",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/-2-food-truck,4
"my bar headquarters","connaught place, new delhi",2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}","bloody mary, pina colada, lemon chicken, honey chilli potatoes, fish fingers, dahi kebab",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/my-bar-headquarters-connaught-place-new-delhi,13
"colocal indian origin chocolates","khan market, new delhi",4.3,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}","mushroom toast, mushroom sandwich, hot chocolate, risotto, pie, cheesecake",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/colocal-indian-origin-chocolates-khan-market-new-delhi,15
"sevilla - the claridges","the claridges, aurangzeb road, new delhi",2.2,"{'delivery_rating': 0.0, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}","patata bravas, duck, risotto, sangria, ravioli, wine",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/sevilla-the-claridges-dr-apj-abdul-kalam-road,10
pindi,"pandara market, new delhi",4.2,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","soya tikka, mushroom masala, boneless chicken, mixed vegetables, mutton seekh kebab, panner tikka",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/pindi-pandara-road-new-delhi,12
"the chatter house","khan market, new delhi",4.2,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}","charred chicken, mini naans, mushroom ragout, butter chicken pizza, peri chicken, galouti kebab",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/the-chatter-house-khan-market-new-delhi,12
"andhra bhavan","feroze shah road, new delhi",4.4,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.4, 'preference': 'Delivery'}","breakfast thali, unlimited veg thali, sweet pan, south indian meals, gun powder, chicken fry",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/andhra-bhavan-feroze-shah-road-new-delhi,15
"cold love ice cream","middle circle, connaught place, new delhi",4,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 3.8, 'preference': 'Delivery'}","best in service, great place for family, excellent location, served quickly, ambience, staff",Mon,Thu,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/cold-love-ice-cream-connaught-place-new-delhi,12
"connaught royale","connaught place, new delhi",1.6,"{'delivery_rating': 0.0, 'dine_in_rating': 3.2, 'preference': 'Dine-in'}","2,000 for two people (approx.)",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/connaught-royale-1-connaught-place-new-delhi,10
"town hall","khan market, new delhi",4.4,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}","spicy edamame, rock shrimp tempura, non veg mezze platter, crispy lamb, sushi rolls, jasmine rice",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/town-hall-khan-market-new-delhi,11
"lazeez affaire","malcha marg market , new delhi",4.1,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.0, 'preference': 'Delivery'}","sharabi murgh, dal lazeez, dal panchratni, bhatti ka paneer, stuffed paneer tikka, tangdi chicken",Mon,Sun,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,https://www.zomato.com/ncr/lazeez-affaire-chanakyapuri-new-delhi,13
"lakhori - haveli dharampura","chandni chowk, new delhi",2.1,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}","banarasi paan, tomato dhaniya shorba, dahi puri, palak patta chat, smoothies, mughlai food",Mon,Sun,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,https://www.zomato.com/ncr/lakhori-haveli-dharampura-chandni-chowk-new-delhi,10
