,restaurant_name,dine_rating,delivery_rating_f,location,average_pricing,popular_cuisine,open_time,closed_time_f,operational_hours,operational_days,open_days_f,last_open_day,reviews,url,sentiment_analysis,overall_review,delivery_vs_dine_in_preference,average_rating
32,38 Barracks,4.4,4.2,"Connaught Place, New Delhi",2500,"Gosht Galauti, Khatte Baingan, Cookie Monster Shake, Apple Crumble Pie, Apple Cooler, Chakna Platter",10am,1am,15.0,7,Mon,Sun,"['Really nice malai soya chaap and really hospitable service!', 'Good experience', 'Staff is humble , food is okayish , the ambiance is lovely. plan your visit when there is a live music arrangement.', 'great food with ambiance', 'Too expensive for the service']",https://www.zomato.com/ncr/38-barracks-connaught-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.2999999046325685
33,Warehouse Cafe,4.2,4.0,"Connaught Place, New Delhi",2400,"Phuket Paneer, Mozzarella Fingers, Signature Pizza, Mozzarella Cheese Sticks, Mushroom Kurkure, Shisha",12noon,1am,13.0,7,Mon,Sun,"['The vibe of this place is just amazing. The ambience is so lit 🔥. Food quality and presentation are both perfect . Their service is also good. An awesome place to hangout with friends .', 'told afterwards that Zomato gold is not applicable on pitchers.', Warehouse is a gem that stands out for its exceptional service""",https://www.zomato.com/ncr/warehouse-cafe-connaught-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",4.1
34,Chili's Grill & Bar,4.5,4.2,"Connaught Place, New Delhi",2500,"Fajita Chicken Quesadilla, Molten Chocolate Chunk, Veg Triple Dipper, Quesadillas Bites, Chipotle Bowl, Cajun Pasta",12noon,12midnight,12.0,7,Mon,Sun,"['I ordered a bowl of soup I barely got a cup, a wee bit stingy I would say']",https://www.zomato.com/ncr/chilis-grill-bar-connaught-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",4.349999904632568
35,Unplugged Courtyard,4.1,4.0,"Middle Circle, Connaught Place, New Delhi",2000,"Ganna Chicken, Chimichanga Roll, Chicken Tikka Korma, Soya Malai, Falafel Platter, Red Wine Sangria",12noon,1am,13.0,7,Mon,Sun,"['good ambience', 'Good ambience', 'Best service from Shahid', 'Good service', 'The music outside was sooo loud that I could neither hear the server or my friend. had a word with the manager. the volume of the music inside was way better. it was still a task to ask the manager to get a different spot']",https://www.zomato.com/ncr/unplugged-courtyard-connaught-place-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",4.05
36,Hard Rock Cafe,4.2,4.0,"Connaught Place, New Delhi",2800,"Rock Music, Band, Host, Live Music, Vibe, Good Music",12noon,12midnight,12.0,7,Mon,Sun,"['most of the liquor were not available. service was very poor...', 'From start to finish it took 3 hours, 2 hours and 30 minutes were waiting for our food and after no explanations by the staff and approaching different people, we finally got served. Furthermore cockroaches were present and the staff refused to take any action', 'Worsr', 'No value of money , expensive according to service', 'The vibe and food is good. Less veg options. However the worst thing is the service. The waiters just ignore you on the face and watch the screen or talk among themselves rather than attending the customer. Worst experience ever']",https://www.zomato.com/ncr/hard-rock-cafe-connaught-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",4.1
37,24/7 Bar- The Lalit New Delhi,4.3,0.0,"The Lalit New Delhi, Barakhamba Road, New Delhi",4500,"Fantastic Place, Bar, Nice Ambience, Music, Staff, Service",00:00,23:59,23.98,7,Mon,Sun,"['Went with some business clients for a late night session of business and drinks to the 24/7 Bar at Lalit. The experience was absolutely top notch especially the fantastic service. Our main man and manger present was Ankur who really did a great job and took real good care of us. The bartender Atul was nice aswell. But truly Ankurs behaviour, handling us with utmost care was truly amazing. He also gave us control of the music system so we could control the songs as we were the only ones there. We had quite alot of drinks and snacks and ofcourse being a 5 star the prices are high but they are absolutely worth it especially for making an impression or having a chill time or for a late night...read more', '24x7 Restaurant and Bar is a huge place. It is very comfortable. The service is excellent. The ambience is very pleasant. The preparation of the food is hygienic. This restaurant and bar are on the ground floor and very easy to locate when one enters the hotel.']",https://www.zomato.com/24-7BarNewDelhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 5, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",2.15
38,Lord Of The Drinks,4.3,0.0,"Outer Circle, Connaught Place, New Delhi",2400,"Arbi Tuk, Ginger Punch, Bhatti Paneer, Butter Chicken Sandwich, Honey Chilli Fries, Classic Martini",12noon,1am,13.0,7,Mon,Sun,"['Staff not accommodative.', 'An amazing place to visit with your friends or family, visited on a wednesday night. They had live music as well.\nComing to the food and mocktails, those were amazing.\nTried their chilly paneer and dal makhani which had an amazing taste.\nDo visit here.', 'Lit place, the vibe was awesome and the servicing was great probably the best. Interiors were vibrant and classy, so much energy was there. Had my best time with my buddies.\nOverall a lovely place\nDo give them a try.', 'Evrythng is good but the DJ was so poor … we went in a prty mood bt came back in 1 hour obly n went somewhere else…', 'Rajkumar was really nice and professional']",https://www.zomato.com/ncr/lord-of-the-drinks-connaught-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",2.15
39,White Oak Restaurant,4.2,3.9,"Paharganj, New Delhi",1300,"Delicious Food, Portion Size, Ambience, Food Quality, Value for Money, Service",00:00,23:59,23.98,7,Mon,Sun,"['very bad quality no cutting size is short in my order large very bad froad very bed service 👎', 'all the food has been spilled ...food have mixed up']",https://www.zomato.com/ncr/white-oak-restaurant-paharganj-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",4.0500000476837155
40,Sly Granny,4.3,4.3,"Khan Market, New Delhi",2000,"Biscuits and Gravy, Barley Salad, Tamarind Chicken, Lamb Bolognaise, Apple Crumble, Eggs Benedict",12noon,11,11.0,7,Mon,Thu,"['Went for Breakfast .. had to call the server twice for taking the orders as she seemed to have forgotten us after giving the menu … and there was only one other table occupied. The Breakfast was average.. portioning and presentation need to given a serious reviewing.. had to ask for butter & marmalade for the toast.. of which only butter was served. No ketchup or mustard was put on the table.. perhaps I didn’t take the indicator in the name (Sly) seriously and expected genuineness.', 'I am a frequent customer at Sly Granny and usually love the food. However, the Penne Aglio Olio this time was not properly cooked and one could easily taste the raw pasta.', 'The food was good and the service by Sushmita was top notch.', 'Tasteless food very very less quantity drinks were toooo poor']",https://www.zomato.com/ncr/sly-granny-khan-market-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}",4.300000095367432
41,Padmanabham,4.3,4.1,"Rajendra Place, New Delhi",800,"Nice Service, Weekend Brunch, Family Crowd, Elaborate Menu, Hospitality, Good Wifi",11am,10,10.0,7,Mon,Fri,"['Service by anand kumar was good.', 'Food was good\nJeetu helped us a lot very kind and nice with service.', 'hira is very nice', 'Mr. Jeetu was excellent with his service. Good time.', 'Jeetu served very nicely. Top job']",https://www.zomato.com/ncr/padmanabham-rajendra-place-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",4.1999999523162845
42,Castle's Barbeque,4.0,4.1,"Outer Circle, Connaught Place, New Delhi",2200,"Chicken Momo, Murgh Malai Tikka, Matar Paneer, Dahi Ke Kebab, Buffet, Starter",12noon,5pm,5.0,7,Mon,Sun,"['dhoka', 'Everything was perfect. Taste, portion, and packaging. Will love to order again and again.', 'Hygiene good, quantity good but taste is very bad. This is my personal view. Taste may differ from person to person', 'less portion and thali provided ,', 'poor quality food with cold fries']",https://www.zomato.com/ncr/castles-barbeque-connaught-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.0, 'preference': 'Delivery'}",4.049999952316284
43,Sana - Di - Ge,4.8,4.4,"Malcha Marg Market , New Delhi",2700,"Mushroom Varuval, Watermelon Bramble, Drumstick Soup, Mangalorean Mutton Curry, Sambharam, Kerala Prawn Curry",12noon,11pm,11.0,7,Mon,Sun,"['Shubam service was great', 'Bhushan and Shubham were very cordial and nice. Thanks', 'Great food and awesome service by Shivam. Thanks for a great time', 'Great food. Service was great by Shubham, highly recommend ghee roast paneer and Malabar stew.', kamal and Shubham we're fantastic on service. really good food""""]""""",https://www.zomato.com/ncr/sana-di-ge-chanakyapuri-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.8, 'preference': 'Dine-in'}",4.600000047683716
44,Mamagoto,4.4,4.1,"Khan Market, New Delhi",1400,"Hot Basil Chicken Cup, Basil Cups, Spicy Ramen Bowl, Cucumber Mocktail, Caramel Sponge Cake, Rock Shrimp Tempura",12noon,11,11.0,7,Mon,Sun,"['Sushi was hot chopsticks weren’t served no chilli sauce I must be kidding me', 'I want to appreciate services of Komal. She was of great help in selecting dishes. She is polite, humble, quick with smiling face', 'There was nothing special about the food, we got what we ordered but the taste wasn’t upto the mark. It was strictly OK. I didn’t think the money was worth splurging here. Unsatisfied with the whole experience.', 'deepak was very friendly']",https://www.zomato.com/ncr/mamagoto-khan-market-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 5, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.099999904632568, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.249999952316284
45,The W Restaurant,4.3,0.0,"Outer Circle, Connaught Place, New Delhi",1500,"₹1,500 for two people (approx.) Without alcohol",12noon,1am,13.0,7,Mon,Sun,"['very small quantity of food for a high price, the mushrooms were stale and the drink was badly mad. Also very bad crowd', 'Had worst food ever.. ordered 3 dishes and all\n3 were pathetic.. taste was very bad .. couldn’t eat a bite', 'Pathetic taste and service is also not good at all.', 'Mr Rawat was a good help on service. Good food and nice place to visit.', 'Rawat ji service is very good and food is also awwsome.']",https://www.zomato.com/ncr/the-w-restaurant-connaught-place-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 2, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",2.15
46,Delia My Bar Headquarters,4.0,0.0,"Karol Bagh, New Delhi",1600,"₹1,600 for two people (approx.) with alcohol",1pm,1,12.0,7,Mon,Thu,"['amazing place. great ambiance nd tasty food. everyone must visit n enjoy.', 'The food & service was good. But washrooms need to be maintained & clean it was in a very bad condition.', 'One of the good places to hangout in Karol Bagh.\nI had dahi kabab and crispy corn which was delicious.', 'good', 'Great Service by VIJAY ⭐⭐⭐⭐⭐']",https://www.zomato.com/ncr/delia-my-bar-headquarters-karol-bagh-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",2.0
47,Local,4.2,0.0,"Connaught Place, New Delhi",1500,"Cilantro Burger, Super Food Salad, Mumbaiya Vada Pav, Gol Gappe Shots, Coffee Caramel Shake, Fish and Chips",12noon,1am,13.0,7,Mon,Sun,"['Washroom can have a better vibe', 'Vibe here is amazing. Loved the food quality and quantity but quite expensive', 'i really had lot of fun visiting local bestt', awesome...I love this place..I'll come back""""""",https://www.zomato.com/ncr/local-connaught-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",2.1
48,Kaffa - The Hans,4.0,0.0,"The Hans, Connaught Place, New Delhi",2500,"Comfortable Seating Area, Ambience, Service, Food",00:00,23:59,23.98,7,Mon,Sun,"['Really delectable food and great service. The drinks and wine collection is also great. If you like Indian cuisine and even if you don’t it’s a great option to try.', 'The continental food served here is amazing. It is one of the best i had in delhi NCR. The place has great interior and comfortable sitting area. Overall I found this place good enough to visit with friends or family.', 'Beautiful place to catch up for coffee with your dear ones. Serves authentic and exotic dishes from all over the world. Indian, Continental and Chinese being there specialities.\nChicken Satay, Blackened pan seared river sole, Chicken stroganoff, Mutton seekh Kebab are must try']",https://www.zomato.com/ncr/kaffa-the-hans-connaught-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",2.0
49,Zing - The Metropolitan Hotel & Spa,3.9,0.0,"The Metropolitan Hotel & Spa, Connaught Place, New Delhi",4000,"Romantic Dining, Worth the Price, Breakfast, Great Service, Great Place, Ambiance",00:00,23:59,23.98,7,Mon,Sun,"['The white sauce spaghetti was our favourite and we ordered it twice it was really tasty!\n\nThe cajun potatoes where nice but some dip would have been appreciated.\n\nThe tandoori platter was tasty but really expensive for so less quantity. They just served 6-7 pieces of 3 things all together for ₹1200 so increase in the quantity & variety of dishes as per the price would really be appreciated.\n\nBut overall the food taste was really good.', The restaurant has great ambience but ultimately you're there to have a good time""",https://www.zomato.com/ncr/zing-the-metropolitan-hotel-spa-connaught-place-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",1.95
